234,236,223,219
453,107,435,110
25,21,90,7
428,209,417,194
8,226,23,215
186,70,207,58
411,34,374,46
379,205,321,191
152,115,89,110
401,283,369,256
92,248,103,263
498,85,500,50
461,220,445,211
318,143,309,126
490,255,502,336
234,154,244,153
165,88,194,33
462,183,452,168
12,69,15,66
141,318,95,329
366,278,334,257
388,115,377,118
263,298,253,268
431,59,405,47
140,226,114,209
450,329,459,312
171,297,173,332
473,242,468,247
329,160,318,158
399,78,322,57
504,169,501,155
140,90,95,93
434,140,411,136
45,308,24,329
47,252,62,237
317,208,284,220
494,33,476,19
168,228,153,224
184,98,242,109
501,243,504,238
490,110,494,97
156,49,154,24
358,89,352,84
426,272,426,287
349,331,366,332
432,15,364,15
160,22,180,7
419,108,398,98
118,113,111,112
467,275,437,258
434,154,427,165
93,284,68,264
190,191,165,175
461,154,434,139
225,211,244,189
113,163,116,139
212,12,205,20
121,193,66,158
371,136,342,115
97,67,96,69
318,245,310,246
36,217,61,203
278,26,291,22
405,11,399,10
24,91,13,95
436,233,451,231
65,216,79,224
270,94,245,70
314,183,264,177
301,282,314,310
395,258,399,258
251,211,256,219
436,38,443,28
384,52,347,55
184,318,227,335
491,14,499,13
469,200,448,189
371,168,343,162
95,19,116,33
434,83,428,81
12,198,9,198
185,246,199,203
2,279,27,258
499,217,482,206
301,148,263,137
196,168,192,167
390,219,412,221
460,132,457,135
318,110,245,126
486,153,491,135
33,58,70,78
493,48,498,35
397,325,415,325
491,190,503,188
87,156,84,133
449,76,455,98
312,92,314,87
383,29,335,37
380,232,343,230
382,100,352,97
