293,279,277,296
341,147,301,160
136,111,143,70
458,147,410,171
7,209,18,175
416,41,366,35
490,44,471,61
447,335,440,300
247,224,185,226
69,247,58,242
80,59,49,43
491,259,501,248
337,71,291,71
461,234,433,245
296,192,236,210
269,158,193,148
496,145,487,126
161,33,155,36
365,51,324,54
370,166,337,157
365,271,352,293
507,185,493,205
410,105,407,111
34,305,21,305
132,13,102,18
339,270,292,263
132,291,171,300
373,83,354,81
220,20,196,14
387,10,348,14
482,21,478,17
178,182,186,194
367,241,384,252
21,185,30,148
20,219,8,215
284,149,268,148
101,222,118,211
277,228,220,251
337,114,307,132
440,89,384,97
276,201,268,208
461,191,420,201
19,55,20,21
386,31,252,31
276,76,169,92
445,211,400,241
359,121,340,134
391,268,396,294
306,235,271,248
17,88,32,83
437,36,456,23
315,21,158,7
329,321,316,298
450,116,397,135
100,83,93,71
468,265,455,286
141,242,144,239
498,15,498,30
446,147,430,143
240,310,236,306
358,95,307,100
386,116,373,137
301,330,308,331
93,180,54,162
345,173,268,177
423,144,390,172
123,60,121,46
499,219,470,240
425,270,414,266
109,121,122,139
339,233,296,224
214,212,211,204
425,67,328,79
194,290,184,251
423,173,389,213
464,171,480,167
489,303,492,280
69,194,60,186
74,336,98,334
218,185,206,173
190,20,136,22
502,97,491,96
261,275,210,305
428,16,323,22
277,115,180,145
504,46,492,64
396,52,373,61
109,34,52,18
250,58,241,56
34,244,38,212
126,222,153,191
234,112,189,113
115,101,91,46
77,281,40,287
91,154,29,118
424,219,421,222
305,77,271,97
29,282,12,246
344,208,323,194
378,333,370,332
