379,47,302,23
343,230,355,227
106,112,100,72
98,263,201,240
494,97,474,67
451,231,444,239
319,199,294,172
62,237,74,235
356,159,347,148
247,109,237,103
334,257,338,283
96,69,77,34
407,91,410,82
209,51,159,32
114,209,146,205
501,155,482,144
261,297,253,322
384,88,285,87
26,220,26,109
472,256,473,274
429,19,416,15
199,203,228,175
129,265,158,267
503,188,497,204
13,95,33,37
426,287,400,276
173,332,199,314
435,134,450,67
116,139,121,128
24,265,10,195
404,206,344,190
254,265,239,260
452,168,432,165
337,120,323,117
95,329,119,313
79,224,134,182
415,325,369,291
245,70,265,55
245,227,247,233
114,26,111,34
24,329,15,266
322,57,313,57
448,189,374,158
260,173,260,170
438,152,452,133
90,7,50,11
153,224,208,216
498,35,501,50
265,141,264,98
416,65,408,62
369,256,350,258
165,175,200,162
419,223,378,228
491,135,495,100
456,310,445,313
177,312,209,273
504,238,488,251
291,22,271,28
88,95,71,79
437,258,428,260
314,310,283,313
284,220,273,222
401,40,403,35
493,210,472,212
421,195,380,194
204,28,223,15
430,205,428,198
15,66,6,47
314,138,285,153
366,332,329,312
399,258,378,255
458,141,457,109
476,19,436,36
227,335,221,301
141,44,135,54
355,93,312,93
454,212,422,232
178,103,215,120
399,10,376,14
16,201,2,162
68,264,144,239
180,7,154,8
344,48,285,46
429,93,425,88
243,146,254,144
249,199,239,200
154,24,133,31
61,169,45,64
444,111,457,88
79,139,89,114
377,118,358,122
364,15,331,21
411,136,405,134
314,105,291,106
318,167,305,166
310,246,326,243
502,336,494,274
405,178,355,171
499,13,469,26
59,213,76,166
