477,252,489,303
209,104,263,159
502,57,505,91
117,112,138,116
64,244,72,250
408,218,424,219
335,141,341,147
392,23,385,15
192,59,181,15
230,277,261,275
464,115,466,137
23,74,32,99
380,85,362,95
333,233,352,231
446,12,439,30
129,226,130,226
461,197,467,215
250,52,250,58
34,190,27,241
316,273,331,278
104,56,123,60
455,37,498,15
298,76,277,115
228,190,276,201
397,118,386,116
469,58,440,89
494,250,491,259
372,208,366,270
161,250,142,283
79,116,95,177
415,160,419,157
486,48,495,44
403,73,396,52
22,290,34,305
411,266,425,270
49,26,105,80
181,148,218,202
207,25,206,14
25,52,21,58
337,325,378,333
466,177,459,194
479,102,489,164
371,123,361,119
25,16,132,13
426,240,455,236
340,167,342,175
406,42,416,41
251,180,296,209
321,79,337,71
175,173,178,174
288,330,301,330
106,215,98,211
163,278,194,290
460,80,450,116
122,207,95,296
377,145,370,166
23,104,18,185
82,32,161,33
321,160,291,164
458,142,446,147
64,48,80,59
293,43,365,51
5,164,18,215
55,129,68,188
229,231,273,244
491,137,496,145
222,71,273,130
231,115,234,112
116,83,140,88
266,30,276,76
318,123,337,114
192,220,241,229
89,221,99,230
137,334,74,336
79,73,112,107
47,281,77,281
420,99,402,102
422,76,423,70
49,60,108,132
258,215,306,235
426,214,441,214
384,240,447,335
383,268,391,268
211,296,240,310
438,162,458,174
429,126,424,137
156,213,193,247
284,17,315,21
419,8,428,16
489,223,499,219
46,93,73,155
456,224,476,234
76,202,68,224
26,258,29,282
239,15,220,20
328,192,344,208
372,179,417,187
302,8,378,35
449,251,461,270
496,181,507,185
