503,223,499,219
112,173,93,180
331,155,345,173
488,16,439,30
151,46,161,33
366,278,335,284
270,94,277,115
423,155,423,173
12,205,7,209
97,67,119,62
399,78,374,90
94,242,99,230
21,86,17,88
308,182,278,194
474,264,473,265
498,85,502,97
212,12,220,20
174,303,240,310
401,26,384,19
490,110,442,79
164,83,138,116
502,30,498,15
486,153,456,134
185,246,277,254
45,308,35,331
455,267,432,270
141,318,141,288
173,225,214,212
462,198,444,206
395,50,387,51
397,276,367,273
94,269,77,281
305,101,338,144
497,252,489,303
286,50,276,76
504,169,496,145
493,48,499,46
428,209,360,235
165,68,181,25
366,99,358,95
65,216,98,211
410,287,301,330
388,115,386,116
32,222,34,244
118,130,108,132
234,154,266,154
379,326,378,333
434,140,423,144
251,211,285,220
433,39,424,43
376,54,352,54
161,234,194,290
460,173,463,177
473,242,455,236
47,252,72,250
25,21,19,55
194,172,218,185
140,219,126,222
186,70,250,58
450,329,447,335
370,152,355,147
2,279,31,284
95,19,109,34
89,151,75,161
8,226,18,224
429,74,423,70
184,98,234,112
319,67,337,71
140,90,130,92
373,133,361,119
455,224,424,219
460,147,446,147
318,245,320,228
226,228,247,224
445,107,441,100
263,298,261,275
128,241,141,242
45,202,69,202
379,213,350,213
485,214,466,230
422,13,414,15
312,140,293,159
426,272,398,268
33,58,80,72
500,200,507,185
380,170,370,166
89,285,95,296
419,108,410,105
128,105,106,99
388,258,364,255
318,110,337,114
317,208,334,195
446,69,402,42
460,125,454,113
24,179,18,185
169,30,184,10
152,115,178,182
155,20,132,13
274,19,315,21
301,282,299,278
