307,224,286,218
261,81,263,85
469,113,465,98
124,165,134,163
487,289,479,284
100,17,83,22
358,145,350,141
81,209,79,220
211,52,213,48
471,193,471,188
388,269,356,268
213,241,208,241
195,126,204,126
375,63,364,56
162,106,162,106
469,76,465,63
491,37,478,11
397,215,394,202
221,302,249,288
97,292,93,292
55,21,6,13
132,219,142,222
253,34,241,38
324,160,315,165
52,103,59,86
217,179,213,184
410,279,405,275
435,192,461,168
203,310,192,299
243,96,274,119
50,155,81,136
47,243,55,258
299,291,306,287
488,310,498,303
171,60,170,78
307,25,297,24
503,265,492,257
103,183,240,222
151,39,143,9
392,111,387,120
407,235,427,186
462,300,456,300
357,10,345,3
95,46,84,49
465,14,450,21
236,77,227,81
318,203,315,217
114,213,106,218
288,96,277,96
187,10,187,36
279,181,273,181
252,133,244,125
235,20,225,19
318,56,349,70
412,75,417,103
496,137,484,153
473,35,468,39
294,247,293,246
195,136,177,144
476,238,465,225
495,107,474,118
350,280,346,287
40,269,84,268
26,186,86,163
256,285,284,288
357,162,348,159
267,8,254,15
223,113,219,135
297,125,313,134
108,73,137,100
107,161,129,180
439,278,434,277
214,20,201,32
42,208,64,206
156,319,129,319
363,112,353,107
149,191,160,195
428,148,417,156
281,44,274,44
24,67,23,44
496,62,505,68
504,176,471,176
370,148,396,180
369,237,377,241
263,215,270,239
157,128,177,102
171,240,173,241
24,211,81,245
334,222,369,209
335,251,319,250
54,62,85,70
236,242,229,241
101,237,121,270
503,230,473,211
179,86,197,92
481,262,475,243
95,118,82,107
14,256,18,272
476,155,461,142
219,147,221,156
