370,151,354,165
211,101,181,100
129,207,114,213
505,128,504,176
472,272,487,289
263,21,253,34
340,246,333,248
467,43,469,54
222,299,221,302
87,128,52,103
236,124,220,127
91,268,97,292
16,264,14,256
331,119,288,96
168,23,150,17
397,222,439,278
211,227,218,229
362,10,357,10
468,88,469,113
401,187,397,215
68,11,55,21
124,176,104,177
216,53,210,30
377,192,294,247
162,298,156,319
250,172,224,190
473,232,479,248
438,116,384,76
58,194,45,206
319,273,300,277
110,55,108,73
80,234,38,251
360,268,355,272
182,199,186,240
272,72,254,68
337,204,322,204
157,234,135,216
467,151,467,187
152,161,157,128
270,220,263,215
62,157,50,155
197,122,198,128
504,101,495,120
384,133,370,148
442,175,435,192
308,26,307,25
317,73,281,44
159,66,150,41
83,52,95,46
397,252,400,279
354,137,297,125
444,252,474,304
297,215,299,222
117,149,124,165
236,74,197,82
350,186,324,160
102,206,90,201
170,214,168,214
25,295,40,269
33,66,24,67
470,185,476,215
238,158,218,157
393,113,392,111
475,8,472,29
506,60,495,55
474,113,503,230
476,72,461,79
372,229,383,243
415,210,481,272
288,162,279,181
158,97,162,106
202,20,192,19
232,12,227,20
244,226,213,260
282,113,243,96
467,129,476,155
269,128,252,133
118,234,101,237
188,57,171,60
423,67,412,75
311,240,256,285
436,134,428,148
119,132,95,118
253,97,228,83
216,173,211,176
378,98,363,112
290,14,267,8
338,52,318,56
125,278,134,278
267,55,228,41
419,250,455,300
67,85,54,62
42,189,24,211
308,294,294,291
40,214,44,235
146,16,100,17
83,166,79,214
235,319,205,308
394,65,375,63
199,161,179,136
