438,195,451,193
109,95,133,113
392,23,436,38
112,211,92,248
230,277,301,282
328,166,325,152
410,228,448,233
34,190,32,222
167,247,180,237
239,15,274,19
74,17,95,19
467,138,467,135
395,264,416,274
43,26,160,22
446,12,491,14
415,111,419,108
494,219,499,217
30,72,21,86
372,208,379,213
326,199,317,208
46,93,89,151
163,269,139,274
284,17,384,52
192,59,173,80
452,32,499,31
460,80,498,85
46,289,93,284
175,173,194,172
383,105,389,106
437,241,477,244
302,8,402,20
412,82,449,93
468,187,491,190
224,114,317,105
64,244,47,252
169,307,171,297
25,16,25,21
192,220,239,200
364,162,371,168
316,273,366,278
251,180,313,170
434,135,451,141
469,58,486,44
337,325,450,329
5,164,12,198
222,71,270,94
490,132,486,153
225,226,234,236
228,190,234,154
415,267,447,269
207,297,184,318
383,233,395,258
288,330,379,326
249,240,318,245
161,209,121,193
479,102,490,110
415,160,434,154
461,218,461,220
406,42,417,47
392,72,426,81
22,290,2,279
117,52,156,49
132,224,140,226
206,20,212,12
266,30,399,78
137,334,141,318
250,52,286,50
181,148,165,128
76,84,140,90
306,89,359,91
373,188,428,209
496,181,504,169
114,117,118,113
235,131,309,141
375,132,400,119
209,104,184,98
23,104,24,179
450,162,459,157
79,116,113,163
55,129,44,204
496,56,501,53
25,52,33,58
329,132,371,136
224,307,263,298
365,273,397,276
26,258,8,226
298,65,319,67
54,60,97,67
419,8,422,13
460,259,481,271
487,249,499,247
464,115,454,114
85,220,85,211
291,33,443,63
426,218,469,200
333,233,377,259
219,42,186,70
403,132,434,140
262,207,313,189
94,51,158,87
