19,60,16,53
36,58,36,55
415,14,419,16
82,279,79,277
82,279,79,277
86,243,84,242
86,243,84,242
86,248,85,255
410,12,419,16
416,3,420,3
398,196,394,192
418,142,425,140
476,313,471,307
421,136,426,131
426,188,426,188
420,319,426,326
421,203,427,209
421,120,427,124
422,30,428,27
110,230,114,227
110,230,114,227
451,296,458,298
428,14,428,15
133,210,129,205
313,156,313,159
144,175,135,173
423,195,430,201
143,185,140,187
425,123,430,129
427,277,430,277
427,117,434,123
169,125,162,124
429,164,436,166
169,85,168,89
276,146,270,139
165,198,169,199
432,316,437,315
431,70,437,70
185,59,182,58
183,126,185,132
192,109,190,110
197,110,190,110
190,150,193,157
189,194,193,196
254,130,256,136
190,64,196,67
195,181,197,185
195,177,198,176
196,187,199,191
198,162,199,167
198,162,199,167
195,181,199,190
199,195,200,198
202,51,201,52
199,147,201,150
200,152,201,158
201,157,201,158
199,115,202,116
194,168,203,171
200,152,204,155
200,132,204,138
201,198,206,205
205,162,206,165
198,181,206,184
203,180,206,184
205,190,208,189
203,149,208,157
206,149,208,151
205,162,209,170
208,111,210,103
206,50,211,48
202,49,211,48
216,157,212,157
209,183,213,183
206,50,214,54
215,52,214,54
256,106,255,103
221,52,217,49
212,31,217,29
440,294,441,296
243,99,246,104
216,118,219,118
216,118,219,118
218,28,222,33
218,29,222,33
243,151,238,153
243,99,238,102
222,23,227,28
438,267,440,268
242,58,232,58
410,8,418,10
101,210,92,213
254,64,250,62
465,264,464,273
416,19,426,19
212,43,215,40
214,60,214,58
104,104,100,104
198,42,203,45
420,90,427,92
348,278,340,283
421,218,427,225
136,224,136,227
164,89,162,93
164,101,162,105
164,101,162,105
165,145,161,151
165,118,158,122
165,149,160,155
223,60,217,54
113,234,121,239
420,104,423,112
