64.0,284.0,91.0,297.0
367.0,479.0,289.0,469.0
64.0,284.0,338.0,202.0
361.0,252.0,339.0,253.0
64.0,284.0,92.0,283.0
361.0,252.0,339.0,253.0
72.0,280.0,98.0,279.0
355.0,244.0,333.0,245.0
59.0,292.0,87.0,290.0
57.0,304.0,85.0,301.0
702.0,415.0,707.0,426.0
702.0,415.0,707.0,426.0
382.0,251.0,362.0,252.0
688.0,416.0,692.0,427.0
352.0,251.0,331.0,252.0
701.0,405.0,706.0,415.0
701.0,405.0,706.0,415.0
354.0,200.0,338.0,202.0
56.0,280.0,85.0,279.0
715.0,418.0,723.0,429.0
386.0,251.0,367.0,252.0
361.0,241.0,340.0,242.0
367.0,246.0,347.0,247.0
361.0,241.0,340.0,242.0
386.0,257.0,366.0,258.0
356.0,211.0,339.0,213.0
64.0,300.0,91.0,297.0
64.0,300.0,91.0,297.0
367.0,483.0,289.0,469.0
368.0,205.0,352.0,205.0
374.0,249.0,357.0,250.0
358.0,203.0,342.0,207.0
372.0,227.0,358.0,227.0
380.0,254.0,361.0,254.0
357.0,171.0,342.0,174.0
355.0,248.0,334.0,249.0
714.0,402.0,721.0,412.0
353.0,164.0,338.0,167.0
709.0,410.0,716.0,420.0
688.0,403.0,691.0,412.0
271.0,22.0,255.0,36.0
253.0,35.0,247.0,50.0
352.0,306.0,331.0,305.0
270.0,42.0,263.0,52.0
741.0,113.0,737.0,75.0
359.0,266.0,341.0,267.0
621.0,23.0,622.0,11.0
621.0,23.0,622.0,11.0
741.0,113.0,737.0,75.0
354.0,195.0,338.0,198.0
727.0,418.0,738.0,429.0
376.0,259.0,356.0,259.0
447.0,39.0,433.0,42.0
362.0,188.0,346.0,190.0
344.0,257.0,327.0,258.0
555.0,307.0,533.0,308.0
555.0,307.0,533.0,308.0
360.0,305.0,338.0,304.0
363.0,174.0,348.0,177.0
608.0,48.0,607.0,39.0
562.0,195.0,556.0,193.0
254.0,36.0,247.0,50.0
512.0,298.0,492.0,298.0
727.0,418.0,738.0,429.0
221.0,33.0,227.0,48.0
593.0,286.0,590.0,287.0
360.0,245.0,338.0,246.0
367.0,255.0,347.0,256.0
584.0,377.0,579.0,381.0
702.0,203.0,339.0,253.0
702.0,195.0,339.0,253.0
