414,15,399,10
276,176,260,173
93,180,84,133
462,217,448,189
47,298,55,331
338,110,314,105
161,33,180,7
69,211,64,218
335,284,334,257
443,95,434,77
447,335,456,310
498,15,499,13
370,166,411,136
194,290,238,252
359,121,342,115
507,185,498,165
18,78,15,66
234,112,242,109
141,288,173,332
178,182,165,175
374,98,374,46
113,38,114,26
345,173,343,162
8,200,16,201
461,270,468,247
115,101,92,100
378,333,366,332
306,235,310,195
425,270,437,258
95,296,103,263
496,145,491,135
398,89,391,88
424,219,410,202
229,28,209,43
451,140,446,125
499,219,493,210
280,80,322,57
121,65,141,44
29,282,24,265
482,35,476,19
505,91,496,90
101,222,95,213
273,244,284,220
489,303,502,336
266,154,243,146
384,25,364,15
367,241,354,235
434,143,434,139
386,116,377,118
338,144,317,135
439,206,436,210
430,72,406,57
126,222,116,139
358,263,369,256
80,59,70,78
423,173,411,165
233,55,241,64
458,162,456,152
351,99,350,88
100,83,97,80
245,274,258,268
212,234,203,203
141,242,153,224
371,276,415,325
16,112,13,95
346,219,338,213
247,224,256,219
261,53,291,22
20,219,26,220
74,336,95,329
301,330,314,310
334,195,318,173
464,240,454,222
34,244,59,246
413,111,427,96
75,161,62,162
277,115,265,118
352,54,347,55
398,268,399,258
190,20,193,26
108,132,111,112
396,52,387,33
424,43,409,37
136,111,178,103
132,13,159,19
240,310,259,299
454,113,459,107
21,45,90,7
35,331,24,329
290,147,318,158
206,14,212,7
276,201,244,189
491,259,504,238
499,46,498,35
461,191,448,174
293,279,310,246
218,185,192,167
71,259,73,276
269,127,264,142
315,21,335,37
