433,99,425,100
200,198,193,187
369,221,402,250
214,50,202,49
54,62,36,58
151,250,172,239
259,142,276,146
158,122,165,118
347,6,410,8
256,261,263,250
155,54,123,14
459,326,463,313
92,246,86,243
441,296,433,298
347,236,348,242
436,174,397,174
283,118,309,114
96,154,6,152
214,105,216,118
166,78,121,64
95,173,121,170
340,283,341,276
372,293,391,309
309,16,304,14
500,42,502,17
264,94,243,89
118,231,136,224
453,194,426,188
444,31,418,53
243,195,243,219
34,11,37,8
208,157,201,157
297,152,310,167
508,251,438,267
131,251,130,293
432,231,425,227
216,308,244,288
326,89,398,126
301,74,322,77
202,78,182,77
99,117,119,126
153,308,188,290
135,173,149,179
329,178,348,209
286,171,276,167
78,230,113,225
424,33,414,36
440,156,418,142
458,278,428,282
73,274,82,279
222,33,218,28
278,235,310,234
295,302,297,287
455,238,420,255
281,46,362,29
238,153,228,144
101,54,79,69
324,161,327,221
160,155,165,149
217,228,225,220
373,85,398,109
104,11,73,10
430,129,427,117
167,99,164,89
189,123,197,110
376,255,381,277
428,15,428,14
394,202,406,219
255,65,254,64
267,236,264,222
213,183,209,183
19,275,6,175
486,320,480,309
320,111,335,129
192,55,187,57
424,321,432,316
507,176,422,160
441,62,415,77
139,232,151,220
36,49,50,13
435,271,408,283
220,132,242,128
410,289,403,303
245,6,160,32
285,189,265,197
174,250,194,239
264,296,272,290
287,262,309,269
93,203,101,210
232,58,214,60
199,167,183,162
132,195,165,198
99,98,121,102
337,143,400,154
439,251,414,268
256,105,243,99
435,211,418,204
106,303,97,299
216,252,237,249
193,147,192,136
