133,217,114,220
110,230,114,227
385,305,418,316
110,230,114,227
133,217,114,227
382,304,418,316
193,187,193,196
385,305,415,316
419,46,443,59
393,314,412,321
194,168,198,176
2,186,36,55
93,301,103,320
426,258,428,315
203,180,200,198
6,147,38,23
205,190,200,198
19,60,39,16
196,187,200,198
380,309,426,326
188,187,193,196
13,154,49,66
393,314,412,321
376,301,410,315
502,17,500,42
505,16,500,42
376,312,408,324
380,309,426,326
421,151,208,189
101,210,73,219
101,210,73,219
429,31,442,49
426,258,430,328
205,162,209,170
207,174,209,170
104,104,79,105
104,104,79,105
415,14,434,5
87,243,80,264
422,160,212,200
421,136,213,183
417,47,213,183
79,69,85,5
204,44,85,5
418,73,439,83
420,186,424,316
391,309,424,321
391,309,424,321
429,37,444,53
396,317,421,326
413,25,211,48
438,267,459,308
422,160,215,191
100,231,85,255
87,243,85,255
3,173,38,35
86,243,84,242
86,243,84,242
422,30,440,15
419,38,211,48
423,184,459,308
133,210,199,210
198,181,197,185
413,25,222,34
6,152,36,49
6,147,37,42
200,152,204,155
200,152,199,167
205,162,199,167
9,157,41,33
