19,60,16,53
438,267,440,268
36,58,36,55
47,10,39,9
56,262,64,264
82,279,79,277
82,279,79,277
86,243,84,242
86,243,84,242
80,251,85,255
86,248,85,255
87,243,92,246
101,210,92,213
87,243,95,250
431,70,437,70
104,104,100,104
427,117,434,123
113,234,114,227
113,234,114,227
425,64,433,59
425,227,432,231
427,277,430,277
425,123,430,129
428,14,428,15
133,210,129,205
422,30,428,27
419,219,427,225
426,93,427,92
143,185,137,185
418,204,427,209
149,186,140,187
426,188,426,188
420,20,426,19
149,186,142,190
421,136,426,131
151,220,144,227
151,223,145,230
420,319,424,321
416,3,420,3
162,117,158,122
415,14,419,16
165,149,160,155
165,145,161,151
165,118,162,124
165,118,162,124
164,101,162,93
416,19,419,16
410,8,418,10
410,12,418,10
169,85,166,78
164,101,167,99
164,89,168,89
185,59,182,58
191,128,185,132
191,128,189,123
192,109,190,110
197,110,190,110
194,160,193,157
189,194,193,196
348,278,340,283
195,200,195,204
350,281,340,283
187,68,196,67
194,183,196,189
195,181,197,185
195,177,198,176
196,187,199,191
198,162,199,167
198,162,199,167
195,181,199,190
199,195,200,198
201,198,200,198
202,51,201,52
203,149,201,150
194,160,201,158
201,157,201,158
207,65,201,70
335,129,329,125
197,110,202,116
198,42,203,45
199,115,203,122
200,152,204,155
335,129,329,125
205,162,206,165
198,181,206,184
203,180,206,184
208,217,207,208
205,190,208,189
206,149,208,151
205,162,209,170
207,174,209,170
207,20,210,24
208,111,210,103
202,49,211,48
204,44,211,48
210,200,212,200
216,157,212,157
209,183,213,183
212,180,213,183
208,111,214,104
206,50,214,54
212,56,214,54
214,60,214,58
216,37,215,40
212,43,217,49
212,31,217,29
313,156,313,159
304,14,302,9
219,61,217,54
216,118,219,118
216,118,219,118
299,167,291,162
218,28,222,33
222,23,222,33
218,29,222,34
227,95,224,104
243,99,238,102
243,151,238,153
243,219,238,228
243,99,246,104
270,135,270,139
254,64,250,62
257,86,256,76
440,294,441,296
434,63,443,59
420,104,423,112
380,309,371,307
426,269,435,271
215,52,217,52
206,50,214,50
223,60,221,60
221,52,222,48
199,147,195,142
192,136,195,142
281,144,286,144
187,57,193,62
454,317,457,318
200,152,193,147
190,64,189,63
376,301,372,293
190,150,189,149
246,133,245,141
176,152,174,159
395,295,391,295
175,121,174,116
402,268,406,270
169,125,171,125
272,290,264,296
263,250,261,252
92,234,91,229
414,36,420,29
256,106,256,105
100,231,92,226
148,178,143,172
101,210,93,208
144,175,142,172
136,239,138,239
224,224,217,228
84,237,78,230
419,35,424,33
152,165,154,159
422,169,428,168
